nivel,path,titulo,detalle,responsables
2,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL,CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL,"Viamonte 1147, PB (C1053ABW) | Ciudad Autónoma de Buenos Aires | 4370-4900","Nombre: Dr. Scotto, Mariano Alberto | Cargo: Presidente | Tel: Dr. Scotto, Mariano Alberto | Email: cncrimcorr.presidencia@pjn.gov.ar | Teléfono: 4370-4998 | Email: cncrimcorr.presidencia@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Pinto, Ricardo Matias | Cargo: Vicepresidente 1ro. | Tel: Dr. Pinto, Ricardo Matias | Email: cncrimcorr.voc11@pjn.gov.ar | Teléfono: 4370-4931 | Email: cncrimcorr.voc11@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Laíño Dondiz, Magdalena | Cargo: Vicepresidente 2do. | Tel: Dra. Laíño Dondiz, Magdalena | Email: cncrimcorr.voc3@pjn.gov.ar | Teléfono: 4370-4940 | Email: cncrimcorr.voc3@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Cicciaro, Juan Esteban | Cargo: Vocal | Tel: Dr. Cicciaro, Juan Esteban | Email: cncrimcorr.voc21@pjn.gov.ar | Teléfono: 4370-4921 | Email: cncrimcorr.voc21@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Pociello Argerich, Rodolfo | Cargo: Vocal | Tel: Dr. Pociello Argerich, Rodolfo | Email: rodolfo.pociello-argerich@pjn.gov.ar | Teléfono:  | Email: rodolfo.pociello-argerich@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Lucini, Julio Marcelo | Cargo: Vocal | Tel: Dr. Lucini, Julio Marcelo | Email: cncrimcorr.voc7@pjn.gov.ar - julio.lucini@pjn.gov.ar | Teléfono: 4370-4909 | Email: cncrimcorr.voc7@pjn.gov.ar  -  julio.lucini@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Rodríguez Varela, Ignacio | Cargo: Vocal | Tel: Dr. Rodríguez Varela, Ignacio | Email: cncrimcorr.voc10@pjn.gov.ar | Teléfono: 4370-4990 | Email: cncrimcorr.voc10@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. López, Hernán Martín | Cargo: Vocal | Tel: Dr. López, Hernán Martín | Email: cncrimcorr.voc16@pjn.gov.ar | Teléfono: 4370-4922 | Email: cncrimcorr.voc16@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Lucero, Pablo Guillermo | Cargo: Vocal | Tel: Dr. Lucero, Pablo Guillermo | Email: cncrimcorr.voc4@pjn.gov.ar | Teléfono: 4370-4938 | Email: cncrimcorr.voc4@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > SALAS,SALA I - CRIMINAL Y CORRECCIONAL,"Viamonte 1147, 1° P (C1053ABW) | Ciudad Autónoma de Buenos Aires | 4370-4962 (única linea de mesa de entradas) o 4370-4963 o 4371-8570 | cncrimcorr.sala1@pjn.gov.ar","Nombre: Dr. Lucero, Pablo Guillermo | Cargo: Presidente | Tel: Dr. Lucero, Pablo Guillermo | Email: cncrimcorr.voc4@pjn.gov.ar | Teléfono: 4370-4938 | Email: cncrimcorr.voc4@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Scotto, Mariano Alberto | Cargo: Juez Subrogante | Tel: Dr. Scotto, Mariano Alberto | Email: cncrimcorr.presidencia@pjn.gov.ar | Teléfono: 4370-4998 | Email: cncrimcorr.presidencia@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Laíño Dondiz, Magdalena | Cargo: Juez Subrogante | Tel: Dra. Laíño Dondiz, Magdalena | Email: cncrimcorr.voc3@pjn.gov.ar | Teléfono: 4370-4940 | Email: cncrimcorr.voc3@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Castrillon, Sebastian | Cargo: Secretario de Cámara | Tel: Dr. Castrillon, Sebastian | Email:  | Teléfono: interno 4968/directo 4371-3205 | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Biuso, Silvia Alejandra | Cargo: Secretario de Cámara | Tel: Dra. Biuso, Silvia Alejandra | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Leon, Myrna Iris | Cargo: Secretario de Cámara | Tel: Dra. Leon, Myrna Iris | Email:  | Teléfono: interno 4938 | Email:  | Cargo: Prosecretario de Cámara | Situación: Interino; Nombre: Dra. Acselrad , Flora | Cargo: Secretario Letrado | Tel: Dra. Acselrad , Flora | Email: cncrimcorr.sala1@pjn.gov.ar | Teléfono: 4370-4963 o 4371-8570 | Email: cncrimcorr.sala1@pjn.gov.ar | Cargo: Secretario Letrado de la Corte Suprema | Situación: Efectivo; Nombre: Dr. Fernández, Leandro Javier | Cargo: Prosecretario de Cámara | Tel: Dr. Fernández, Leandro Javier | Email:  | Teléfono: interno 4992 | Email:  | Cargo: Prosecretario de Cámara | Situación: Efectivo; Nombre: Dra. Mangeri Cobas, Anahí | Cargo: Prosecretario de Cámara | Tel: Dra. Mangeri Cobas, Anahí | Email: cncrimcorr.sala1@pjn.gov.ar | Teléfono: 4370-4963 ó 4371-8570 | Email: cncrimcorr.sala1@pjn.gov.ar | Cargo: Prosecretario de Cámara | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > SALAS,SALA AMIA (INTEGRACIÓN DE SALA I - CÁMARA FEDERAL),"Viamonte 1147, 6° Piso (C1053ABW) | Ciudad Autónoma de Buenos Aires | 4370-4943 int. 4943",
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > SALAS,SALA IV - CRIMINAL Y CORRECCIONAL,"Viamonte 1147, 3º Piso (C1053ABW) | Ciudad Autónoma de Buenos Aires | 4370-4930 | cncrimcorr.sala4@pjn.gov.ar","Nombre: Dr. Rodríguez Varela, Ignacio | Cargo: Presidente | Tel: Dr. Rodríguez Varela, Ignacio | Email: cncrimcorr.voc10@pjn.gov.ar | Teléfono: 4370-4990 | Email: cncrimcorr.voc10@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Lucini, Julio Marcelo | Cargo: Juez Subrogante | Tel: Dr. Lucini, Julio Marcelo | Email: cncrimcorr.voc7@pjn.gov.ar - julio.lucini@pjn.gov.ar | Teléfono: 4370-4909 | Email: cncrimcorr.voc7@pjn.gov.ar  -  julio.lucini@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. López, Hernán Martín | Cargo: Juez Subrogante | Tel: Dr. López, Hernán Martín | Email: cncrimcorr.voc16@pjn.gov.ar | Teléfono: 4370-4922 | Email: cncrimcorr.voc16@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Barros, Hugo Cesar | Cargo: Secretario de Cámara | Tel: Dr. Barros, Hugo Cesar | Email: hugo.barros@pjn.gov.ar | Teléfono: 4370-5141 | Email: hugo.barros@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Fuertes, Paula | Cargo: Secretario de Cámara | Tel: Dra. Fuertes, Paula | Email: paula.fuertes@pjn.gov.ar | Teléfono: 4370 4996 | Email: paula.fuertes@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Morillo Guglielmi, Gisela | Cargo: Secretario de Cámara | Tel: Dra. Morillo Guglielmi, Gisela | Email: gisela.morillo-guglielmi@pjn.gov.ar | Teléfono: 4370-4995 | Email: gisela.morillo-guglielmi@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Pereyra, Javier Rodrigo | Cargo: Prosecretario de Cámara | Tel: Dr. Pereyra, Javier Rodrigo | Email: javier.pereyra@pjn.gov.ar | Teléfono: 4 370 5158 | Email: javier.pereyra@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. De Giacomi, Cecilia Andrea | Cargo: Prosecretario de Cámara | Tel: Dra. De Giacomi, Cecilia Andrea | Email: cecilia.de-giacomi@pjn.gov.ar | Teléfono: (011) 4370-4995 | Email: cecilia.de-giacomi@pjn.gov.ar | Cargo: Prosecretario de Cámara | Situación: Adscripto; Nombre: Sr. Mazzucchelli, Gustavo César | Cargo: Ujier | Tel: Sr. Mazzucchelli, Gustavo César | Email:  | Teléfono: 4370-4930 | Email:  | Cargo: Prosecretario Administrativo | Situación: Efectivo; Nombre: Dra. Bloj, Yael | Cargo: Secretario de Cámara | Tel: Dra. Bloj, Yael | Email:  | Teléfono: 4370-4936 | Email:  | Cargo: Secretario de Cámara | Situación: Contratado; Nombre: Dra. Columba, Fabiola | Cargo: Prosecretario de Cámara | Tel: Dra. Columba, Fabiola | Email:  | Teléfono:  | Email:  | Cargo: Prosecretario de Cámara | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > SALAS,SALA V - CRIMINAL Y CORRECCIONAL,"Viamonte 1147, 2º PISO (C1053ABW) | Ciudad Autónoma de Buenos Aires | 4370-4946 | cncrimcorr.sala5@pjn.gov.ar","Nombre: Dr. López, Hernán Martín | Cargo: Presidente | Tel: Dr. López, Hernán Martín | Email: cncrimcorr.voc16@pjn.gov.ar | Teléfono: 4370-4922 | Email: cncrimcorr.voc16@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Pociello Argerich, Rodolfo | Cargo: Vocal | Tel: Dr. Pociello Argerich, Rodolfo | Email: rodolfo.pociello-argerich@pjn.gov.ar | Teléfono:  | Email: rodolfo.pociello-argerich@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Pinto, Ricardo Matias | Cargo: Vocal | Tel: Dr. Pinto, Ricardo Matias | Email: cncrimcorr.voc11@pjn.gov.ar | Teléfono: 4370-4931 | Email: cncrimcorr.voc11@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Daray, María Florencia | Cargo: Secretario de Cámara | Tel: Dra. Daray, María Florencia | Email: maria.daray@pjn.gov.ar | Teléfono: 4 370 4916 | Email: maria.daray@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Poleri, Ana | Cargo: Secretario de Cámara | Tel: Dra. Poleri, Ana | Email: ana.poleri@pjn.gov.ar | Teléfono: 4370-5139 | Email: ana.poleri@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Raña, Andrea Fabiana | Cargo: Secretario Letrado Corte | Tel: Dra. Raña, Andrea Fabiana | Email: andrea.rana@pjn.gov.ar | Teléfono: 4370-4994 | Email: andrea.rana@pjn.gov.ar | Cargo: Secretario Letrado de la Corte Suprema | Situación: Adscripto; Nombre: Dr. González, Federico | Cargo: Secretario de Cámara | Tel: Dr. González, Federico | Email: federicog.gonzalez@pjn.gov.ar | Teléfono: 4371-4907 | Email: federicog.gonzalez@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Oliviero, Cecilia | Cargo: Prosecretario Administrativo | Tel: Dra. Oliviero, Cecilia | Email: cecilia.oliviero@pjn.gov.ar | Teléfono: 4370-5167 | Email: cecilia.oliviero@pjn.gov.ar | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > SALAS,SALA VI - CRIMINAL Y CORRECCIONAL,"Viamonte 1147, 3° P (C1053ABW) | Ciudad Autónoma de Buenos Aires | 4370-4928 | cncrimcorr.sala6@pjn.gov.ar","Nombre: Dr. Lucini, Julio Marcelo | Cargo: Presidente | Tel: Dr. Lucini, Julio Marcelo | Email: cncrimcorr.voc7@pjn.gov.ar - julio.lucini@pjn.gov.ar | Teléfono: 4370-4909 | Email: cncrimcorr.voc7@pjn.gov.ar  -  julio.lucini@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Laíño Dondiz, Magdalena | Cargo: Juez | Tel: Dra. Laíño Dondiz, Magdalena | Email: cncrimcorr.voc3@pjn.gov.ar | Teléfono: 4370-4940 | Email: cncrimcorr.voc3@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Rodríguez Varela, Ignacio | Cargo: Juez Subrogante | Tel: Dr. Rodríguez Varela, Ignacio | Email: cncrimcorr.voc10@pjn.gov.ar | Teléfono: 4370-4990 | Email: cncrimcorr.voc10@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Gallo, María Dolores | Cargo: Secretario Letrado Corte | Tel: Dra. Gallo, María Dolores | Email: dolores.gallo@pjn.gov.ar | Teléfono:  | Email: dolores.gallo@pjn.gov.ar | Cargo: Secretario Letrado de la Corte Suprema | Situación: Efectivo; Nombre: Dr. Mariño, Ramiro Ariel | Cargo: Secretario de Cámara | Tel: Dr. Mariño, Ramiro Ariel | Email: ramiro.marino@pjn.gov.ar | Teléfono: 4370-4928 | Email: ramiro.marino@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Carande, Maria Martha | Cargo: Secretario de Cámara | Tel: Dra. Carande, Maria Martha | Email: maria.carande@pjn.gov.ar | Teléfono:  | Email: maria.carande@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Asturias, Miguel Angel | Cargo: Prosecretario de Cámara | Tel: Dr. Asturias, Miguel Angel | Email: miguel.asturias@pjn.gov.ar | Teléfono: 4370-4946 | Email: miguel.asturias@pjn.gov.ar | Cargo: Prosecretario de Cámara | Situación: Interino; Nombre: Dra. Rosciani, Andrea Veronica | Cargo: Prosecretario de Cámara | Tel: Dra. Rosciani, Andrea Veronica | Email: andrea.rosciani@pjn.gov.ar | Teléfono:  | Email: andrea.rosciani@pjn.gov.ar | Cargo: Prosecretario de Cámara | Situación: Contratado; Nombre: Dra. Silva, Alejandra | Cargo: Prosecretario de Cámara | Tel: Dra. Silva, Alejandra | Email: alejandra.silva@pjn.gov.ar | Teléfono: (011) 4370-4928 | Email: alejandra.silva@pjn.gov.ar | Cargo: Prosecretario de Cámara | Situación: Contratado; Nombre: Dra. Otero, María Inés | Cargo: Ujier | Tel: Dra. Otero, María Inés | Email: cncrimcorr.sala6@pjn.gov.ar | Teléfono: 4370-4928 | Email: cncrimcorr.sala6@pjn.gov.ar | Cargo: Prosecretario Administrativo | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > SALAS,SALA VII - CRIMINAL Y CORRECCIONAL,"Viamonte 1147, 4 piso (C1053ABW) | Ciudad Autónoma de Buenos Aires | Mesa de entradas y despacho 4370-4933 y 4371-6112. Secretaria: 4370-4942 | cncrimcorr.sala7@pjn.gov.ar","Nombre: Dr. Cicciaro, Juan Esteban | Cargo: Presidente | Tel: Dr. Cicciaro, Juan Esteban | Email: cncrimcorr.voc21@pjn.gov.ar | Teléfono: 4370-4921 | Email: cncrimcorr.voc21@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Pociello Argerich, Rodolfo | Cargo: Juez Subrogante | Tel: Dr. Pociello Argerich, Rodolfo | Email: rodolfo.pociello-argerich@pjn.gov.ar | Teléfono:  | Email: rodolfo.pociello-argerich@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dr. Pinto, Ricardo Matias | Cargo: Juez Subrogante | Tel: Dr. Pinto, Ricardo Matias | Email: cncrimcorr.voc11@pjn.gov.ar | Teléfono: 4370-4931 | Email: cncrimcorr.voc11@pjn.gov.ar | Cargo: Juez de Cámara | Situación: Efectivo; Nombre: Dra. Franco, Maria Veronica | Cargo: Secretario de Cámara | Tel: Dra. Franco, Maria Veronica | Email: marivefranco@gmail.com | Teléfono:  | Email: marivefranco@gmail.com | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dr. Sanchez , Marcelo Alejandro | Cargo: Secretario de Cámara | Tel: Dr. Sanchez , Marcelo Alejandro | Email: marcelo.sanchez@pjn.gov.ar | Teléfono: 4370 4942 | Email: marcelo.sanchez@pjn.gov.ar | Cargo: Secretario de Cámara | Situación: Efectivo; Nombre: Dra. Decarli, Virginia Laura | Cargo: Prosecretario de Cámara | Tel: Dra. Decarli, Virginia Laura | Email: virginia.decarli@pjn.gov.ar | Teléfono: 4370-4933 y 4371-6112 | Email: virginia.decarli@pjn.gov.ar | Cargo: Prosecretario de Cámara | Situación: Efectivo; Nombre: Dr. Sposetti, Maximiliano A. | Cargo: Prosecretario de Cámara | Tel: Dr. Sposetti, Maximiliano A. | Email: maximiliano.sposetti@pjn.gov.ar | Teléfono:  | Email: maximiliano.sposetti@pjn.gov.ar | Cargo: Prosecretario de Cámara | Situación: Efectivo; Nombre: Sr. Núñez, Javier Horacio | Cargo: Ujier | Tel: Sr. Núñez, Javier Horacio | Email: javierh.nunez@pjn.gov.ar | Teléfono: 4370-4933 y 4371-6112 | Email: javierh.nunez@pjn.gov.ar | Cargo: Prosecretario Administrativo | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 1,"Talcahuano 550, 3° P of. 3125 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372-5049 | jncrimcorr1.sec105@pjn.gov.ar","Nombre: Dra. Alliaud, Alejandra Mercedes | Cargo: Juez Subrogante | Tel: Dra. Alliaud, Alejandra Mercedes | Email:  | Teléfono: 2205-8030 | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 1,SECRETARÍA NRO. 105,"Talcahuano 550, 3° P of. 3075 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-0861 / 3816 | jncrimcorr1.sec105@pjn.gov.ar","Nombre: Dra. Mariño, Soledad Eugenia | Cargo: Secretario | Tel: Dra. Mariño, Soledad Eugenia | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 2,"Talcahuano 550, 3° P of 3085 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-6382/2975 | jncrimcorr2.sec107@pjn.gov.ar / jncrimcorr2@pjn.gov.ar","Nombre: Dr. Yadarola, Martin | Cargo: Juez Subrogante | Tel: Dr. Yadarola, Martin | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 2,SECRETARÍA NRO. 107,"Talcahuano 550, 3° P 0f. 3070 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-2975 / 6382 | jncrimcorr2.sec107@pjn.gov.ar",
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 3,"Talcahuano 550, 5° P Puerta 5079 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4372 4679 /4371 8207 y 4371 5363 | jncrimcorr3.sec110@pjn.gov.ar / jncrimcorr3@pjn.gov.ar","Nombre: Dr. Fernandez, Marcos Andres | Cargo: Juez Subrogante | Tel: Dr. Fernandez, Marcos Andres | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 3,SECRETARÍA NRO. 110,"Talcahuano 550, 5° P, Puerta 5079 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 11 4372 4679 / 11 4371 8207 y 11 4371 5363 | jninstruccion3.sec110@pjn.gov.ar","Nombre: Dra. Perzan, María Cecilia | Cargo: Secretario | Tel: Dra. Perzan, María Cecilia | Email:  | Teléfono: 4372 4679 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dr. Rodriguez, Guillermo | Cargo: Secretario | Tel: Dr. Rodriguez, Guillermo | Email:  | Teléfono: 4373-0377 | Email:  | Cargo: Secretario | Situación: Interino"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 4,"Talcahuano 550, 7° P 0f.7079 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4374-4368 / 4371-0503 | jncrimcorr4@pjn.gov.ar","Nombre: Dr. Yadarola, Martin | Cargo: Juez | Tel: Dr. Yadarola, Martin | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 4,SECRETARÍA NRO. 113,"Talcahuano 550, 7° P 0f.7079 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4374-4368 / 4371-0503 | jncrimcorr4.sec113@pjn.gov.ar","Nombre: Dra. Lamas, Lorena Karina | Cargo: Secretario | Tel: Dra. Lamas, Lorena Karina | Email:  | Teléfono: 4 371 0503 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo; Nombre: Dra. Auletta, Karina | Cargo: Secretario | Tel: Dra. Auletta, Karina | Email:  | Teléfono: 4371-3022 (fax) | Email:  | Cargo: Secretario de Juzgado | Situación: Contratado; Nombre: Dra. Bresciani , Verónica | Cargo: Secretario | Tel: Dra. Bresciani , Verónica | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 5,"Talcahuano 550, P 6° of. 6008 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-3774 / 7461 | jncrimcorr5@pjn.gov.ar","Nombre: Dr. De Campos, Manuel Arturo | Cargo: Juez | Tel: Dr. De Campos, Manuel Arturo | Email:  | Teléfono:  | Email:  | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 5,SECRETARÍA NRO. 116,"Talcahuano 550, P° 6° of. 6007 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 4371-3774 / 7461 | jncrimcorr5.sec116@pjn.gov.ar","Nombre: Dra. García, Tamara Julieta | Cargo: Secretario | Tel: Dra. García, Tamara Julieta | Email:  | Teléfono:  | Email:  | Cargo: Secretario | Situación: Efectivo; Nombre: Dr. Misculin , Gustavo Ivan | Cargo: Secretario | Tel: Dr. Misculin , Gustavo Ivan | Email:  | Teléfono: 4130-6329/30/31 | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
4,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL,JUZGADO CRIMINAL Y CORRECCIONAL NRO. 6,"Talcahuano 550, P 3° Puerta 3129 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43713022 | jncrimcorr6.sec118@pjn.gov.ar / jncrimcorr6@pjn.gov.ar","Nombre: Dra. Provítola, Maria Alejandra | Cargo: Juez | Tel: Dra. Provítola, Maria Alejandra | Email: jncrimcorr6@pjn.gov.ar | Teléfono: 4124-5434 | Email: jncrimcorr6@pjn.gov.ar | Cargo: Juez de 1ra. Instancia | Situación: Efectivo"
5,FUEROS NACIONALES > JUSTICIA NACIONAL EN LO CRIMINAL Y CORRECCIONAL > CÁMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL > JUZGADOS NACIONALES EN LO CRIMINAL Y CORRECCIONAL > JUZGADO CRIMINAL Y CORRECCIONAL NRO. 6,SECRETARÍA NRO. 118,"Talcahuano 550, P° 3° puertas 3089/3090 (C1013AAL) | Ciudad Autónoma de Buenos Aires | 43713022 | jncrimcorr6.sec118@pjn.gov.ar","Nombre: Dr. Ghersi, Sebastian | Cargo: Secretario | Tel: Dr. Ghersi, Sebastian | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Adscripto; Nombre: Dra. Silvano Pelizza, Carolina | Cargo: Secretario | Tel: Dra. Silvano Pelizza, Carolina | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Contratado; Nombre: Dra. Castro, Jimena Inés | Cargo: Secretario | Tel: Dra. Castro, Jimena Inés | Email:  | Teléfono:  | Email:  | Cargo: Secretario de Juzgado | Situación: Efectivo"
